Title,Question,URL
雇用契約書の保管について,契約社員の雇用契約書の保管について質問です。現在の会社は、本社の他、全国に出先の事業部が十数か所あり、各事業部に契約社員が在籍しています。通常の契約更新時は、出先事業部の押印と本人の押印のうえ、出先事業部と本人とで1通ずつ雇用契約書を持ち合って保管しています。しかし最近、契約社員でも期間限定での転勤をすることがあり、そのときの雇用契約書の作成・保管について疑問が出てきました。基本的に毎年４／１から１年間の契約を締結しているのですが、以下のパターンの場合、どこの事業部が雇用契約書を作成し、保管をすればよいのかご教示いただきたいと思います。（前提条件として、更新期間は１年間で給与等待遇の変更は無し。就業場所だけの変更となります）　【事例】①２０１３／４／１～２０１４／３／３１まで、Ａ事業部所属の社員が、Ｂ事業部にて業務を行う。　この場合、３月時点ではＡ事業部所属なので、Ａ事業部で契約を締結すべきか？　あるいは、契約期間はＢ事業部での業務になるので、Ｂ事業部で契約を締結すべきか？　　（※Ｂ事業部で契約を締結する場合は、４／１以降の契約書の調印になってしまっても問題ないか？）②①の事例で、Ａ事業部で契約書を調印した場合、原本保管はＡ事業部で良いか？　※該当期間、実際に就業しているのはＢ事業部であり、社内の扱いも該当期間はＢ事業部所属となるので、　　Ｂ事業部で契約書を調印し、Ｂ事業部が保管するべきか？契約更新日より前に雇用契約書を締結しようとすると、就業場所はＢ事業部、所属も４／１からＢ事業部となるにもかかわらず、Ａ事業部の押印というのが不思議な感じがしています。そうとはいえども、実際にＢ事業部に到着してから（４／１以降に出社）契約更新というのも良いのかなという気がします。どのような方法が最善なのか。ぜひご教示くださいますようお願い申し上げます。,https://jinjibu.jp/qa/detl/54674/1/
雇用労働契約書の電子契約時印影について,いつも大変お世話になっております。パート・アルバイトの雇用労働契約書について、弊社では電子契約を採用しており、その際フルネームで印影（サービス内で簡易的に作成）を付けて頂いておりました。昨今、「電子契約では印影が不要」となっているケースが多く、弊社でも雇用労働契約書について、「印影不要」としていきたいのですが、何か問題となることはございますでしょうか？また、問題はなくても留意しておくべきことはございますでしょうか？ご教授頂けると幸いです。お忙しいところ申し訳ございませんが、何卒宜しくお願い致します。,https://jinjibu.jp/qa/detl/118064/1/
有期雇用契約の期間と期間満了時の取り扱いについて,これまで新規採用の際は6か月の有期雇用契約（契約社員と定義）を結び、双方同意ができれば正社員への契約切り替え（正社員転換）を実施していました。雇用契約書には「更新する場合がある」と定め、職務遂行能力などをみて不安が残る場合は再度3か月の雇用契約を結び、最終的に6か月（再契約した場合は9か月）が終わった段階で、以降の契約を行わないか、正社員での契約をするかを判断していました。採用面接の際に、最初は有期雇用契約で採用すること、6か月経過以降に正社員転換があり得ること、更新を行わず契約期間満了で雇用を終了する場合があることは説明しております。しかし、時給の調整や就業場所・業務内容の変更が必要になる場合があるため、有期雇用契約の期間が6か月では長すぎると感じており、3か月ごとの契約で3～9か月契約社員として様子を見る（1年以内に正社員転換を行う）ように変更したいと考えています。この場合、以下の内容についてご教示いただきたいです。①更新という取り扱いではなく、3か月ごとに契約内容を見直し「再契約」としたいのですが、直接雇用の有期雇用契約の場合に期間を空けずに雇用を継続する場合は「更新」としかできないのか、「再契約」と定義して問題ないのか。②「再契約」と定義した場合、有給休暇は法定通り6か月で10日付与（以降法定通り付与、正社員転換時も日数・期間引継ぎ）とすれば問題ないのか。③双方同意できず、再契約を行わず契約期間満了時点で雇用を終了する場合、本採用拒否や解雇と同等の取り扱いになってしまうのか。,https://jinjibu.jp/qa/detl/125933/1/
出向契約終了後の雇用契約書の再締結について,関連会社へ出向していた社員の出向契約が終了となり戻ってくるのですが、その社員は勤務態度、営業成績、他者のコミュニケーションなどあらゆる点で問題があり、幾度とトラブルを起こしています。これを機に雇用契約書を見直したく、給与額は出向先の半分以下で考えています。この条件は元々、書面での取り交わしはないものの両者合意の上での条件です。また、入社時に取り交わした雇用契約書は出向先での給与条件になっていたので、出向契約終了時には再度、内容を見直して雇用契約書を交わすという覚書は取り交わしてあります。このような場合でも不利益変更など法的に問題はないでしょうか？,https://jinjibu.jp/qa/detl/73780/1/
雇用契約書の修正,弊社では平成25年～29年頃まで雇用契約書を作成していませんでした。そのためその時期以前に所属する社員の雇用契約書の書き方がわかりません。例えば平成25年1月から雇用していて、現在も契約内容（給与以外）が変わっていない社員がいるとします。その場合は雇用契約書の日付は現在にすべきなのかどうなのかわかりません。また、就業規則の変更等で一部退職に関する事項の文言に違いもあり、それが平成31年3月にあります。まとめますと、元々無かった雇用契約書の日付のあつかいと、その間の変更履歴をどうすればよいのかということです。※（【現在は、当初の日付（平成25年1月）で今現在の雇用契約の内容で作成しています。】ある助成金の申請で、就業規則の文言と雇用契約書の文言（継続雇用制度を希望者全員から、会社内選別も行えるように改訂）が違うと指摘されました。元々無かったものを作れというならできますが、そんな改ざんの様なものでいいのか悩んでいます。また過去の日付がいけないとなると、過去の雇用契約書は存在しないので困ります。先方からは、過去の就業規則の雇用契約に関する改訂日ごとの雇用契約書の提出を求められています。以上、乱文で読みにくいかもしれませんが、よろしくお願いいたします。,https://jinjibu.jp/qa/detl/88754/1/
労働条件通知書を渡すタイミングについて,お世話になります。労働条件通知書を渡すべきタイミングやそれに関連にする質問です。恐れ入りますが以下ご教示ください。※全て新卒大学生の採用をイメージしております。　・新卒大学生の採用において労働条件通知書を渡すべきタイミングはいつまでに実施しないといけないものでしょうか。　こちらは明確に〇月〇日に渡すもの、など法律で定められておりますでしょうか。・内定通知書に労働条件が記載されている場合、こちらが労働条件通知書となりますでしょうか。　もしくは、【労働条件通知書】と記載されていないといけないものでしょうか。・雇用主と労働者の間で雇用契約が生まれるのは、内定の承諾を求職者がした場合に発生するものでしょうか。　もしくは、労働条件通知書を渡したタイミングとなりますでしょうか。　正式に雇用契約がスタートするタイミングをご教示いただけますでしょうか。基本的な質問で大変恐縮ですがどうぞよろしくお願い致します。,https://jinjibu.jp/qa/detl/85057/1/
法定労働時間を超える雇用契約書の書き方,いつもお世話になっております。タイトルの件でどなたかご教示いただけますでしょうか。１日１０時間、週４日で雇用契約を結ぶ場合、雇用契約書への適切な書き方を教えて下さい。変形労働時間制は導入していません。労使協定は締結済みです。１日８時間を超える労働時間については割増賃金を支払います。※下記の時間は例えばです。①　就業時間　　　始業：午前９時～終業：午後８時　休憩１時間　実働１０時間　　時間外労働　　上記のうち、午後６時～午後８時の２時間　　所定労働時間　１０Ｈ　×　週４日　＝　４０Ｈ／週　　割増賃金率　　法定外２５％②　就業時間　　　始業：午前９時～終業：午後６時　休憩１時間　実働８時間　　時間外労働　　午後６時～午後８時の２時間　　所定労働時間　８Ｈ　×　週４日　＝　３２Ｈ／週　　　　　　　　　但し、毎回２時間の時間外労働がある　　　割増賃金率　　法定外２５％上記が適切でない場合、適切な書き方をご教示いただけないでしょうか。よろしくお願いいたします。,https://jinjibu.jp/qa/detl/95156/1/
雇用契約書と就業規則,外資系の東京現地法人、現在社員数は5名です。今後、10名以上になる予定はありません。就業規則を準備しています。現雇用契約書は、本社の非常に詳細な内容の契約書を雛形としたもので、就業規則の内容を網羅しています。このような場合、就業規則の必要性はあるのでしょうか。また、（詳細な）雇用契約書と就業規則が存在し、内容に矛盾があった場合、法的にはどちらが有効になるのでしょうか。宜しくお願いいたします。,https://jinjibu.jp/qa/detl/65000/1/
アルバイト雇用契約書の再締結時の対応について,細かい事で恐縮ですが何卒宜しくお願いいたします。当社のアルバイト社員にて、以下のケースが発生します。【最初の契約】雇用契約期間:3月1日〜4月15日時給:1000円↓4月1日から時給を1100円に変更4月1日をもって、社内でアルバイトの基本時給の見直しを行い、その改定前後に入社した新規雇用者の初回契約途中でのケースです。就業時間や場所など、その他の内容に変更はありませんが、これを受けて当社では「4月1日から15日まで」の分で新たな契約書を作成し、締結しました。この場合の「前契約書」について、「終了日を3月31日に修正し、訂正印を」等の対応を厳密に行う必要はありますでしょうか。それとも「新契約書を締結した時点でそちらが優先される」といった考え方で、特に前契約書の対応はせずに問題無しと考えて良いでしょうか。ちなみに当社の契約書は、複写式の手書きのもので、本人控えと会社控えとに分けて、会社控えのみ会社保管しています。前契約書の修正となると、本人分を再度持参頂くなど、厳密さをもっての対応となると手間が相当かかることが予想されます。考え方や対応方法について、ご教授のほど宜しくお願いいたします。,https://jinjibu.jp/qa/detl/58455/1/
雇用契約書の更新について,弊社では嘱託者社員を雇用しております。1年毎の契約を基本とする雇用契約書を会社と社員で締結しております。しかし、その後雇用契約が1年経過後に雇用契約書の更新がなされておらず、事実上自動更新という形になってしまってます。現在ではそのような嘱託社員が何十名も在籍しております。会社としては一度雇用契約書の管理をしっかりとしたく、社員と新たに雇用契約書を締結したく思います。このような場合にどのように手続きを進めていいのかご教授ください。また今回雇用契約書を更新するにあたって事実上自動更新となっている社員の中から雇用契約を解除したい社員がいる場合はどのようにすればいいでしょうか。以上よろしくお願いいたします。,https://jinjibu.jp/qa/detl/6475/1/
有期雇用者の契約書廃止について,お世話になります。標題の件、弊社は7000名近くの有期雇用者を抱えるサービス業を営んでおりますが、ここ数年売上拡大とともに、有期雇用者の人数増で、半年毎に更新される有期雇用者の契約書作成ならびに回収の作業工数増が問題となっております。よって、契約内容に変更が無ければ、契約書を発行しないことが、法律的に可能かどうか、また、弊社にとって考えられるリスクがあればご教授願いたく存じます。,https://jinjibu.jp/qa/detl/15817/1/
有期契約の雇用契約書の保存期間について,弊社では、有期契約のアルバイトの契約を半年ごとに更新しております。人数が多いため、雇用契約書は従業員毎ではなく、半年更新毎にファイル保管にしております。事務簡素化の都合上、法定の3年間保存後、ファイル毎破棄したいのですが、有期契約の場合は、契約終了日を退職日とみなし、契約終了日から3年で破棄してもよろしいのでしょうか？あるいは、過去の契約更新した契約書をすべて保存しておく義務があるのでしょうか？ご教示よろしくお願いいたします。,https://jinjibu.jp/qa/detl/11698/1/
雇用契約書の作成義務,いつもお世話になっております。1点ご質問です。よろしくお願いします。当社の内部監査より営業所に監査に行ったところ1名、雇用契約書の保管が無い営業社員（正社員）がいるとの報告がありました。その社員は15年前に入社した社員なのですが、おそらく何度か転勤をしている社員ですので、その間に閉店支店等で廃棄してしまったのかも知れません。当社では就業規則でも労働条件は明示されているのですが、改めて雇用契約書を作成する必要はあるのでしょうか？,https://jinjibu.jp/qa/detl/63150/1/
雇用契約書と労働条件通知書について,現在弊社では、アルバイト・パート採用について労働条件の明示を徹底する手段として、・雇用契約書の改訂（新規契約・更新契約）・労働条件通知書の新規作成を考えております。そこで一点確認をさせていただきたいのですが、雇用契約書をもって、労働条件通知書を兼ねることはできるのでしょうか。（法的な通知義務を満たすことになるのでしょうか。）以上、よろしくお願いいたします。,https://jinjibu.jp/qa/detl/11596/1/
契約社員雇用契約書の絶対的記載事項,お世話になります。契約社員の雇用契約書の中で・時間外・休日出勤の有無・昇給に関する事項につきまして、就業規則で定めてあり契約書の最後に「その他の事項は契約社員就業規則による」とあれば、詳細は省略可能でしょうか？ご教授お願い致します。,https://jinjibu.jp/qa/detl/6908/1/
雇用契約の不備に関する相談,委託社員（業務委託契約の現場にて就業）との雇用契約について、記載事項について実態が異なることが出てきました。具体的には、就業時間です。契約時には、8時~、8時30分~のシフトのみでしたが、実態は7時30分~というものが有ることが判明しました。その後、委託社員に説明し、勤務に関してご理解いただき、対応してもらっていました。しかし、契約内容の変更に関する書面の取り交わしを行っておらず、その後やはり出来ませんということで、初めに交わした契約内容での勤務を主張。こちらの不備ではあるので、時間に関しては了承しました。この影響で、会社の指示、決定事項に関して、ことごとく反対をしております。たとえば時間外管理についても、事前申請することへの反対で、勤務シフトの不実行、申請とは異なる方法での通勤（電車ではなく車、そうすることにより通勤費を浮かせることができる）等々。このほかにも、始業時間の虚偽申請も発覚しました。当社としても、業務運営に支障が出ておりますが、契約時の不備があり、そこをつつかれて弱い立場になってしまっています。できれば、契約解除をしたいと考えております。30日前通告の解雇として考えておりますが、様々な虚偽などの事例で解雇はできるのでしょうか？また、この対応以外で望ましいことはありますか？たぶん、本人は契約内容が違うことを盾にしているので、根拠のあるしっかりとした対応をすれば納得すると思いますが・・・。何かアドバイスいただけると幸いです。,https://jinjibu.jp/qa/detl/60175/1/
派遣契約書のとりかわしにについて,ひとつの派遣契約で、2名のスタッフを派遣しております。派遣期間は6ヶ月です。1名は無期雇用、1名は有期雇用で、7月に無期雇用となります。このようにひとつの派遣契約に、無期雇用と有期雇用が混在し、契約期間中に有期雇用から無期雇用になる社員がいる場合、無期雇用社員と、有期雇用社員の派遣契約を分けなければいけないと派遣先から言われました。有期雇用社員が、無期雇用社員になった7/1付で、変更した派遣通知書と派遣先管理台帳の提出で良いと思うのですが。契約書を2部作成仕直さなければいけないでしょうか？よろしくお願い致します。,https://jinjibu.jp/qa/detl/102300/1/
有期雇用契約更新終了について,有期雇用契約者は半年契約を更新しています。（４/１～9/30と10/1～3/31）雇用契約書には契約を更新の有無は「業務量」「勤務態度」等数項目により判断するとしています。また、最終契約の場合は、本人同意の下雇用契約書に「最後の契約」と記載をしています。上記が基本なのですが、有期雇用契約者には契約時に6ヵ月先の事は分からないので業務量減少などで次期契約を行わない場合は、契約期間終了の3ヵ月前までに本人に契約更新しないことを予告することもあると伝えています。この場合終了３ヵ月猶予期間がありますが、問題や気をつけるところはありますでしょうか？,https://jinjibu.jp/qa/detl/63918/1/
雇用契約書の訂正に際してご指導ください,いつも参考にさせて戴いてます！小さい合同会社で事務してます。経験が少ないのでご相談させてください。2/1から採用した契約社員さん（時給）の雇用契約書（2／1付）通勤手当の金額を間違えていたことに先日気付きました。当人には事情および金額の説明をし、理解をしてもらってるのですが、さて実際のところどう訂正したら正解なのか分からず困ってます。当初の雇用契約書に二重線で訂正をするのか、訂正印は会社、契約社員さん2人押すのか、はたまた新しく発行するのか、そしてその場合の日付は2／1付なのか、訂正した日にちにしなきゃなのか…何か注釈つけないとなのか…と、聞ける人がおらず混乱してます。アドバイスのほどよろしくお願いします,https://jinjibu.jp/qa/detl/101149/1/
アルバイト雇用契約書の再締結時の対応について,細かい事で恐縮ですが何卒宜しくお願いいたします。当社のアルバイト社員にて、以下のケースが発生します。【最初の契約】雇用契約期間:3月1日〜4月15日時給:1000円↓4月1日から時給を1100円に変更4月1日をもって、社内でアルバイトの基本時給の見直しを行い、その改定前後に入社した新規雇用者の初回契約途中でのケースです。就業時間や場所など、その他の内容に変更はありませんが、これを受けて当社では「4月1日から15日まで」の分で新たな契約書を作成し、締結しました。この場合の「前契約書」について、「終了日を3月31日に修正し、訂正印を」等の対応を厳密に行う必要はありますでしょうか。それとも「新契約書を締結した時点でそちらが優先される」といった考え方で、特に前契約書の対応はせずに問題無しと考えて良いでしょうか。ちなみに当社の契約書は、複写式の手書きのもので、本人控えと会社控えとに分けて、会社控えのみ会社保管しています。前契約書の修正となると、本人分を再度持参頂くなど、厳密さをもっての対応となると手間が相当かかることが予想されます。考え方や対応方法について、ご教授のほど宜しくお願いいたします。,https://jinjibu.jp/qa/detl/58455/1/
週労働時間が一定しない職員の処遇について,学生等を雇用する場合です。学業優先という条件で働いてもらいますので、ある週は20時間働いてくれても次の週はゼロだったりすることもあり月単位でみてもバラつきが大きく社保加入対象になることもあればそうでないこともあり一定しないと思います。役所にそういう職員の社会保険加入をどう考えればいいかと尋ねたところ3ヶ月継続して週○時間働くといった見通しの契約になっていないのなら社保加入対象にはならないと言われました。本人もそれで問題ないといいますが、困るのは雇用契約と有給休暇などです。週4日、1日2時間働くねー、といった働き方をしてもらう職員はパートタイマーとして雇用契約をむすび、就業規則を定めていますが、上記のような条件で働く職員はどのように雇用契約書をかわすのが適切なのでしょうか。週単位の労働時間を記入せず会社の営業時間を記して「上記時間内でシフト制」とのみ記入するのでは問題がありますか？有期休暇はどのように考えたらよいでしょうか。,https://jinjibu.jp/qa/detl/77100/1/
派遣事業に関する、従業員との書類について,お世話になっております。派遣事業が認可され、新たに始める予定です。そこで派遣社員との雇用契約書に関しての相談です。前職で派遣事業を行っていた時は派遣社員雇用契約書（兼）就業条件明示書　2枚印刷し会社及び個人（従業員）の押印をし、双方保管とやり方をしてました。他社を調査していると、労働条件通知書（兼）就業条件明示書　での対応をされている企業もあると見受けられます。こちらでも問題ないでしょうか。また押印は必要でしょうか。※こちらで展開している企業は、印欄がありませんでした。雇用契約書自体も双方の押印なしても問題なく（あったほうがいいが）昨今の押印不要の流れを組むと不要でもいいのかなと思いました。,https://jinjibu.jp/qa/detl/108407/1/
パートの有給休暇,いつもお世話になっております。パートの有給休暇雇用契約書で週３日の契約をしています。例えば、月・水・金の週３で契約していて、事前に事業所側から今週のみ月・水・木・金の週４で勤務依頼をしていた。（木曜日を依頼）当人の都合で木曜日が休みになった場合、有給を使用することが可能か教えていただきたく存じます。本来、勤務日ではなかったが事業所より依頼していたので有給消化できるのか？もしくは雇用契約上は週３契約なのでそれ以上の有給は消化できないと考えてよいのか？よろしくお願いいたします。,https://jinjibu.jp/qa/detl/128679/1/
契約書と雇用保険,対象者は６３歳の社員です。６０歳定年後、２年間は契約期間の定めあり（契約書あり）でしたが、今年度から契約期間の定めなく（契約書なし）、新たな立場になりました。実際、社員の3/4以上の就労なので社会保険は加入のままですが、報酬は低下しました。契約書は会社と本人との同意で作成しないことになったようです。（役員ではありません）雇用保険も加入しているので、高年齢雇用継続基本給付金を申請し受給開始の予定ですが、今後退職した場合は、雇用保険の喪失手続き（離職票作成等）が必要となります。契約書が無い場合であっても、退職後に受給できる失業給付等は認めていただけるのでしょうか？事務手続きをする立場では、定年→契約期間定めあり→契約期間定めなし（契約書なし）に違和感もあります。ご回答をよろしくお願い致します。,https://jinjibu.jp/qa/detl/93197/1/
１年経過後の労働契約書の交付義務,入社時労働契約書は交付せず、口頭で契約していた社員が、入社後１年経過した今になって労働契約書を請求してきました。この社員に対し労働契約書を交付する義務はあるのでしょうか。？　また、労働契約書がない場合でも、労働者が数ヶ月間労働を続ければ、その労働条件を追認したものとして、その時の仕事内容や賃金が契約と見なされると解釈していますが、誤りでしょうか？,https://jinjibu.jp/qa/detl/44232/1/
雇用契約書の捺印拒否について,お世話になります。現在、雇用している従業員（社員）との雇用契約書についてなのですが、条件は一切変更せず具体金額を書き加えた雇用契約書を発行致しました。雇用開始時から見込み残業分の時間の明示は行っており、今回発行した契約書では各々の報酬から計算した見込み残業分の具体金額を記載した形となります。ですが、一部の従業員が捺印提出を拒んでいる状況にあり、どのように動くべきか悩んでいる状況です。ご質問したい内容としては、雇用契約書を拒否した場合の認識はどうあるべきかになります。当然ながら、従業員に対して不利益な条件変更により拒否をなされた場合には、相応の理由が必要となる事は理解しておりますが今回については、変更は一切なく明示したのみとなりますのでこれには該当しないと考えております。,https://jinjibu.jp/qa/detl/61425/1/
雇用契約書内の試用期間/研修期間の賃金表記について,お世話になっております。試用期間もしくは研修期間と期間終了後の賃金が違う場合は、雇用契約書内でどこに試用/研修期間の賃金を記載したら宜しいでしょうか。＜契約期間＞試用/研修期間：有・無詳細：＜賃金＞基本給　　　●●円時間外労働　●●円深夜手当　　●●円※弊社は見做し残業を取り入れてます。契約期間の詳細に記載でしょうか。賃金欄に時間外労働と深夜手当も併せて記載でしょうか。また、試用/研修期間が当初の期間より延長となった場合の対応方法も併せてご教示いただければ幸いです。ご多用の折、恐れ入りますが、どうぞ宜しくお願いいたします。,https://jinjibu.jp/qa/detl/103832/1/
労働者派遣個別契約書における抵触日の記載義務,いつもお世話になっております。派遣元（当社）と無期雇用契約を締結した労働者を派遣する場合の個別契約書には、抵触日の記載は不要と理解しております。これは正しい理解でしょうか。,https://jinjibu.jp/qa/detl/67329/1/
アルバイト・契約社員の違いについて,初めて投稿させていただきます。このたび、月に８日程度の事務作業をしていただくスタッフを雇用したいと思っています。アルバイトもしくは契約社員といった形で採用になるかと思うのですが、この違いがよくわかりません。どなたかわかりやすく教えていただけないでしょうか。どうぞ宜しくお願い致します。,https://jinjibu.jp/qa/detl/43305/1/
雇用契約書必須記載事項について,平素お世話になっております。今年より人事を担っており、勉強不足の為ご教示いただけますと幸いです。現在、弊社で使用している雇用契約書(労働契約書)のフォーマットの見直しを検討しております。現在使用しているフォーマットに、記載必須事項漏れがあると前職にて人事総務を担当していた社員より指摘があったことが背景にございます。フォーマットの見直しにあたり、役員にどの記載項目が漏れていて何に基づき必要なのかを示す必要があり、根拠となるものを探しております。どの法律が根拠となるものなのかをご教示いただけますと幸いです。どうぞよろしくお願いいたします。,https://jinjibu.jp/qa/detl/73503/1/
労働条件通知書兼雇用契約書に記載する雇入れ日について,これまで契約社員として雇用していた従業員を次の更新から正社員登用する予定です。現在新しい労働条件通知書兼雇用契約書(以下雇用契約書)を準備中です。雇用契約書に雇入れ日を記入する欄があるのですが、ここには正社員登用となった日を記入するべきでしょうか？それとも、過去にさかのぼって本人が契約社員として入社してきた日を記入すべきでしょうか。また、「雇入れ日」以外に「正社員転換日」のような項目を追加し、それぞれ記入しても問題ないでしょうか。初めてのケースでわからず、そもそも雇入れ日の項目は不要などありましたら併せてご教示いただけますと幸いです。,https://jinjibu.jp/qa/detl/123108/1/
